request_time,wait_time,pick_index,drop_index,order_distance,order_fare,n_riders
64800,180,142,230,772.0,4.0,1
64800,420,163,88,10139.0,26.0,1
64800,360,107,48,2897.0,16.0,1
64801,300,234,142,4973.0,20.0,1
64801,180,162,116,9447.0,23.0,1
64801,420,43,75,5971.0,18.0,1
64803,240,88,232,3380.0,10.0,1
64803,420,75,236,805.0,4.0,1
64803,360,233,263,3187.0,10.0,1
64804,300,236,262,1448.0,6.0,1
64804,420,161,48,1497.0,7.0,1
64804,180,142,237,2575.0,8.0,1
64804,240,141,246,6437.0,24.0,1
64805,180,163,236,2028.0,8.0,1
64805,480,230,186,1336.0,8.0,1
64805,240,237,164,2897.0,13.0,1
64806,480,233,88,7886.0,16.0,1
64806,300,249,87,5633.0,14.0,1
64806,480,211,186,3315.0,10.0,1
64806,360,230,43,2607.0,9.0,1
64806,180,142,163,805.0,4.0,1
64806,360,246,211,3508.0,12.0,1
64806,420,246,90,1529.0,8.0,1
64807,300,234,237,3557.0,12.0,1
64807,360,113,79,950.0,6.0,1
64807,360,170,211,2897.0,10.0,1
64807,360,246,239,4281.0,14.0,1
64808,480,75,41,2253.0,8.0,1
64808,360,163,186,3541.0,22.0,1
64809,300,166,142,4200.0,12.0,1
64810,480,114,162,3991.0,13.0,1
64810,360,170,24,7532.0,20.0,1
64810,180,161,88,9962.0,24.0,1
64810,180,236,237,1931.0,10.0,1
64811,360,162,234,3219.0,11.0,1
64811,480,161,107,2575.0,10.0,1
64811,180,234,170,1287.0,6.0,1
64811,300,164,246,3074.0,16.0,1
64812,480,239,140,3380.0,10.0,1
64812,360,140,137,5311.0,14.0,1
64812,240,249,100,2414.0,10.0,1
64812,300,116,230,10026.0,32.0,1
64813,480,236,246,6196.0,22.0,1
64813,420,163,140,2736.0,8.0,1
64813,240,87,50,8803.0,24.0,1
64814,480,186,107,3734.0,17.0,1
64814,420,236,74,3380.0,10.0,1
64814,480,161,238,5794.0,18.0,1
64814,240,87,45,1287.0,5.0,1
64814,240,75,42,4007.0,14.0,1
64814,480,234,68,1207.0,6.0,1
64815,300,75,41,2704.0,9.0,1
