request_time,wait_time,pick_index,drop_index,order_distance,order_fare,n_riders
68400,360,162,249,4265.0,20.0,1
68400,480,249,68,2269.0,11.0,1
68400,360,237,229,2108.0,8.0,1
68402,480,238,151,1078.0,4.0,1
68402,180,164,151,6598.0,20.0,1
68402,480,234,164,1674.0,7.0,1
68402,240,262,237,2623.0,8.0,1
68402,300,107,137,1287.0,7.0,1
68403,300,142,237,2462.0,7.0,1
68403,360,90,79,2414.0,10.0,1
68403,180,140,13,12489.0,24.0,1
68403,480,90,48,2076.0,10.0,1
68403,420,230,238,6244.0,16.0,1
68404,240,161,45,5343.0,16.0,1
68404,420,236,237,1448.0,6.0,1
68404,420,230,186,2092.0,12.0,1
68404,360,244,166,5568.0,13.0,1
68405,480,143,239,1481.0,6.0,1
68405,480,170,107,1062.0,5.0,1
68405,360,186,48,2092.0,10.0,1
68406,180,163,263,3862.0,13.0,1
68406,360,137,79,1754.0,6.0,1
68406,360,233,107,2173.0,6.0,1
68407,480,48,151,6099.0,16.0,1
68407,360,229,107,2736.0,7.0,1
68407,360,114,137,2736.0,9.0,1
68407,180,163,161,644.0,4.0,1
68409,480,142,13,8465.0,19.0,1
68410,180,263,141,1287.0,6.0,1
68410,180,48,246,1352.0,6.0,1
68410,420,107,249,2044.0,9.0,1
68410,180,231,125,644.0,4.0,1
68411,360,141,50,4184.0,13.0,1
68411,180,246,161,3862.0,16.0,1
68411,300,249,211,1448.0,6.0,1
68411,420,125,211,1110.0,5.0,1
68411,360,113,68,3380.0,12.0,1
68412,180,87,143,10058.0,21.0,1
68412,420,162,236,1770.0,6.0,1
68412,480,162,141,1609.0,7.0,1
68412,240,79,234,1690.0,7.0,1
68412,360,113,161,2832.0,10.0,1
68412,420,163,143,1931.0,8.0,1
68413,480,186,113,2816.0,10.0,1
68413,240,230,162,1127.0,7.0,1
68413,420,48,142,1014.0,4.0,1
68414,420,161,170,1304.0,8.0,1
68414,360,162,237,1609.0,7.0,1
68414,480,229,140,1271.0,6.0,1
68415,240,162,230,1609.0,12.0,1
68415,240,263,74,2157.0,6.0,1
68415,300,229,233,1465.0,6.0,1
68415,480,237,161,1432.0,8.0,1
68416,480,234,4,3460.0,11.0,1
68417,480,262,141,966.0,4.0,1
68417,360,170,238,6373.0,18.0,1
68417,300,43,68,7886.0,18.0,1
68418,240,137,170,7226.0,18.0,1
68418,240,24,238,1996.0,7.0,1
68418,180,234,68,1448.0,6.0,1
68418,420,107,113,2285.0,8.0,1
68418,180,48,142,1448.0,8.0,1
68418,300,140,239,3219.0,10.0,1
68418,180,162,262,4072.0,13.0,1
68419,420,263,151,3541.0,12.0,1
68419,420,87,137,6888.0,16.0,1
68419,300,90,249,966.0,6.0,1
68419,360,162,186,1931.0,10.0,1
68419,480,163,162,1979.0,9.0,1
68419,420,43,162,1127.0,7.0,1
68420,180,238,142,2221.0,10.0,1
68421,240,107,79,1481.0,5.0,1
68421,360,234,236,5633.0,16.0,1
68421,180,239,238,1465.0,6.0,1
68421,360,164,50,2720.0,14.0,1
68421,420,209,107,5922.0,13.0,1
68422,480,246,158,2865.0,10.0,1
68422,480,238,142,3106.0,9.0,1
68422,360,141,263,1609.0,5.0,1
68422,300,90,100,1287.0,6.0,1
68423,300,236,88,11748.0,22.0,1
68423,360,74,75,2317.0,7.0,1
68423,240,236,140,2575.0,8.0,1
68423,360,48,142,2253.0,8.0,1
68423,360,238,239,1078.0,4.0,1
68423,240,43,142,1255.0,6.0,1
68424,360,162,137,2591.0,8.0,1
68425,360,162,140,2076.0,12.0,1
68425,480,262,237,2913.0,10.0,1
68425,240,13,125,1561.0,6.0,1
68425,180,142,48,2655.0,13.0,1
68425,240,142,164,2961.0,11.0,1
68425,300,142,229,2076.0,9.0,1
68425,480,100,170,1110.0,6.0,1
68426,480,170,246,2173.0,10.0,1
68426,240,143,237,2639.0,9.0,1
68426,240,140,236,2253.0,8.0,1
68426,360,142,239,2221.0,7.0,1
68427,360,48,141,3541.0,12.0,1
68427,360,162,75,4345.0,11.0,1
68428,180,161,90,3219.0,12.0,1
68428,300,87,68,4426.0,12.0,1
68428,180,236,4,1996.0,14.0,1
68429,240,229,141,1304.0,5.0,1
68429,420,237,239,4184.0,12.0,1
68429,360,186,107,2559.0,10.0,1
68429,180,164,161,1127.0,6.0,1
68429,240,107,162,2414.0,10.0,1
68430,360,68,234,2414.0,8.0,1
68431,180,170,234,2446.0,10.0,1
68431,480,100,90,2414.0,8.0,1
68432,180,164,142,3734.0,14.0,1
68432,360,100,186,1931.0,9.0,1
68432,240,43,237,1287.0,6.0,1
68432,240,238,142,1931.0,8.0,1
68432,300,43,230,3380.0,14.0,1
68432,420,142,68,5311.0,34.0,1
68432,480,239,142,1062.0,6.0,1
68432,300,100,142,3653.0,12.0,1
68433,240,163,140,2189.0,9.0,1
68433,240,162,234,2108.0,10.0,1
68433,360,230,229,1609.0,8.0,1
68434,360,142,230,1770.0,8.0,1
68434,480,114,50,6598.0,20.0,1
68434,420,263,142,4506.0,12.0,1
68434,480,141,229,1931.0,7.0,1
68434,300,161,237,612.0,4.0,1
68435,360,68,186,1481.0,6.0,1
68435,420,140,236,1931.0,6.0,1
68437,420,144,186,4474.0,14.0,1
68437,420,233,45,6260.0,15.0,1
68437,300,233,234,2221.0,10.0,1
68438,240,170,186,1658.0,10.0,1
68438,360,186,163,3685.0,18.0,1
68438,480,239,143,1931.0,7.0,1
68438,420,230,237,3396.0,12.0,1
68438,360,236,75,2108.0,6.0,1
68439,420,231,48,6437.0,14.0,1
68439,360,163,164,2575.0,10.0,1
68439,180,161,234,2414.0,10.0,1
68440,480,262,74,4973.0,12.0,1
68440,300,142,249,4120.0,11.0,1
68440,180,186,75,6727.0,17.0,1
68441,360,68,142,4828.0,13.0,1
68441,300,246,13,5633.0,14.0,1
68441,360,43,142,1448.0,7.0,1
68442,480,41,74,1046.0,5.0,1
68442,300,239,142,1448.0,6.0,1
68442,300,231,137,6904.0,16.0,1
68442,360,24,236,3106.0,10.0,1
68442,300,141,229,2543.0,10.0,1
68443,240,107,170,933.0,4.0,1
68443,420,142,237,1770.0,8.0,1
68443,240,262,263,322.0,4.0,1
68443,240,237,238,2398.0,7.0,1
68444,180,141,230,2832.0,14.0,1
68444,300,237,263,1802.0,7.0,1
68444,240,246,161,3766.0,10.0,1
68445,360,237,236,982.0,4.0,1
68445,240,162,249,5633.0,18.0,1
68445,300,238,42,5375.0,14.0,1
68446,180,186,107,2189.0,8.0,1
68446,420,170,237,1609.0,8.0,1
68448,180,186,79,4571.0,17.0,1
68449,300,211,231,1110.0,6.0,1
68450,360,161,239,3830.0,12.0,1
68450,480,237,142,1465.0,6.0,1
68450,420,113,79,740.0,4.0,1
68450,180,236,162,2285.0,8.0,1
68450,300,140,162,2736.0,9.0,1
68451,300,144,125,2253.0,11.0,1
68452,240,230,186,1448.0,6.0,1
68452,480,142,140,3235.0,9.0,1
68452,240,186,140,5826.0,20.0,1
68452,420,162,246,3557.0,16.0,1
68453,420,229,233,1770.0,6.0,1
68453,420,229,143,5794.0,14.0,1
68453,240,239,151,1465.0,6.0,1
68453,300,68,186,483.0,4.0,1
68453,420,234,68,1304.0,6.0,1
68453,480,90,68,1094.0,6.0,1
68454,360,43,239,2269.0,8.0,1
68454,300,246,13,4442.0,22.0,1
68455,240,170,162,1497.0,6.0,1
68455,420,68,144,4667.0,12.0,1
68456,180,164,114,2768.0,8.0,1
68456,300,211,79,1448.0,8.0,1
68456,300,13,234,4925.0,14.0,1
68456,240,237,234,3219.0,13.0,1
68457,180,113,158,2285.0,8.0,1
68457,420,143,239,1577.0,5.0,1
68457,180,164,249,1770.0,8.0,1
68458,360,233,229,805.0,6.0,1
68458,180,68,170,2736.0,10.0,1
68459,240,161,238,4554.0,18.0,1
68459,480,100,48,1609.0,7.0,1
68459,360,151,239,1738.0,6.0,1
68459,300,143,237,2285.0,8.0,1
68459,360,230,236,4731.0,14.0,1
68459,300,143,234,6534.0,18.0,1
68459,300,41,239,3701.0,9.0,1
68460,360,233,211,5086.0,18.0,1
68461,360,261,13,1674.0,8.0,1
68461,240,107,114,1658.0,6.0,1
68461,420,239,238,1561.0,6.0,1
68462,420,237,236,2865.0,8.0,1
68462,300,163,263,2672.0,9.0,1
68462,360,113,4,1931.0,6.0,1
68463,180,163,151,5729.0,14.0,1
68463,300,140,141,756.0,4.0,1
68463,420,140,161,2752.0,10.0,1
68463,480,246,170,3009.0,14.0,1
68463,240,43,236,1754.0,6.0,1
68464,420,164,186,1175.0,10.0,1
68464,360,68,224,3090.0,14.0,1
68464,180,100,237,3911.0,12.0,1
68464,300,114,224,2736.0,10.0,1
68465,240,170,234,1481.0,6.0,1
68465,180,107,249,2060.0,8.0,1
68466,240,237,236,2849.0,8.0,1
68466,300,237,236,2253.0,6.0,1
68466,420,234,249,2092.0,9.0,1
68466,240,263,224,5794.0,17.0,1
68466,180,13,148,8208.0,19.0,1
68467,180,87,4,4571.0,10.0,1
68467,420,162,79,4345.0,14.0,1
68467,180,262,237,2253.0,8.0,1
68468,420,100,234,1593.0,6.0,1
68468,420,143,158,5311.0,16.0,1
68469,180,107,170,982.0,5.0,1
68469,480,234,68,1481.0,6.0,1
68469,420,236,162,1609.0,7.0,1
68469,360,100,90,1867.0,8.0,1
68469,420,161,142,1658.0,6.0,1
68470,300,164,249,2382.0,9.0,1
68470,240,236,163,1770.0,8.0,1
68471,480,170,246,2720.0,10.0,1
68471,240,107,249,2977.0,10.0,1
68471,480,68,48,2140.0,8.0,1
68471,240,163,230,966.0,8.0,1
68471,240,249,113,1738.0,7.0,1
68472,360,13,231,1915.0,6.0,1
68472,360,236,163,2897.0,12.0,1
68472,240,45,114,2543.0,9.0,1
68472,240,170,238,5681.0,19.0,1
68472,300,68,164,2301.0,8.0,1
68472,480,161,141,1770.0,8.0,1
68472,240,186,234,1320.0,6.0,1
68472,300,234,141,3524.0,10.0,1
68473,360,170,141,4104.0,10.0,1
68473,180,231,246,4892.0,12.0,1
68474,480,234,161,2092.0,10.0,1
68474,420,74,263,2221.0,6.0,1
68474,180,166,24,595.0,4.0,1
68474,180,229,262,3074.0,8.0,1
68474,480,140,164,4233.0,14.0,1
68474,180,113,170,2704.0,10.0,1
68474,240,186,234,7966.0,28.0,1
68475,180,237,161,1287.0,7.0,1
68475,240,41,74,1931.0,9.0,1
68476,480,186,141,5472.0,22.0,1
68477,480,141,237,1336.0,5.0,1
68477,300,239,238,805.0,4.0,1
68477,180,237,236,2092.0,6.0,1
68478,180,236,158,6437.0,24.0,1
68478,420,239,143,982.0,4.0,1
68478,240,68,143,3830.0,10.0,1
68479,480,234,148,3203.0,10.0,1
68479,420,50,237,3541.0,11.0,1
68479,300,170,142,3701.0,12.0,1
68479,420,230,186,2221.0,9.0,1
68479,240,48,246,2575.0,16.0,1
68480,240,162,90,2849.0,11.0,1
68480,240,162,262,3541.0,10.0,1
68480,420,151,142,3380.0,11.0,1
68480,300,107,229,2462.0,10.0,1
68480,300,186,236,7097.0,23.0,1
68481,360,231,114,2108.0,14.0,1
68481,360,161,237,2527.0,10.0,1
68482,300,48,246,1851.0,11.0,1
68482,240,249,90,1706.0,5.0,1
68482,480,236,143,3219.0,10.0,1
68483,180,142,107,4812.0,18.0,1
68483,480,246,68,1368.0,6.0,1
68483,240,239,151,2736.0,9.0,1
68483,180,161,48,1448.0,8.0,1
68483,360,161,232,4780.0,14.0,1
68483,420,164,137,1529.0,8.0,1
68483,300,100,230,1690.0,10.0,1
68484,240,230,161,966.0,5.0,1
68484,360,158,224,3541.0,13.0,1
68484,180,237,162,805.0,5.0,1
68484,360,43,114,5520.0,16.0,1
68485,420,107,186,2253.0,13.0,1
68485,360,236,262,1416.0,6.0,1
68485,420,229,236,3283.0,9.0,1
68485,300,43,142,4329.0,14.0,1
68485,300,263,236,1400.0,6.0,1
68486,480,186,137,2897.0,12.0,1
68486,300,230,161,1287.0,9.0,1
68486,300,142,141,3331.0,10.0,1
68486,360,261,232,3364.0,11.0,1
68487,240,113,234,644.0,4.0,1
68487,360,41,166,1239.0,7.0,1
68487,420,140,262,1014.0,4.0,1
68488,300,263,239,3042.0,11.0,1
68489,420,239,140,3476.0,10.0,1
68489,240,239,142,1271.0,6.0,1
68489,420,249,211,1368.0,6.0,1
68490,240,186,141,5745.0,18.0,1
68490,180,186,142,3605.0,12.0,1
68490,480,230,43,1593.0,6.0,1
68490,180,249,107,2221.0,8.0,1
68490,300,231,48,5472.0,14.0,1
68491,420,107,100,2092.0,8.0,1
68491,180,237,236,2124.0,8.0,1
68491,480,161,229,1448.0,6.0,1
68491,360,68,114,2639.0,8.0,1
68491,180,68,48,1577.0,5.0,1
68491,240,48,90,3653.0,11.0,1
68491,300,68,143,4297.0,10.0,1
68491,240,68,48,1030.0,5.0,1
68492,480,230,164,1770.0,8.0,1
68492,360,161,48,1625.0,13.0,1
68492,240,236,262,1062.0,6.0,1
68492,420,43,262,2768.0,9.0,1
68493,300,186,48,2446.0,12.0,1
68494,240,162,88,9173.0,20.0,1
68494,240,75,74,2173.0,6.0,1
68494,300,246,186,1706.0,10.0,1
68494,480,236,224,5633.0,18.0,1
68494,420,186,158,3138.0,10.0,1
68494,240,141,143,3380.0,12.0,1
68494,240,163,48,805.0,6.0,1
68494,240,262,75,2285.0,7.0,1
68494,300,68,90,1239.0,5.0,1
68494,480,162,68,2157.0,7.0,1
68494,240,164,140,4731.0,15.0,1
68495,480,90,164,483.0,4.0,1
68495,360,48,231,5134.0,15.0,1
68495,360,68,234,1287.0,4.0,1
68496,300,90,238,5955.0,16.0,1
68496,420,236,237,1609.0,6.0,1
68496,180,141,233,1448.0,8.0,1
68497,360,233,186,2897.0,12.0,1
68498,180,164,114,2688.0,9.0,1
68498,300,143,233,5246.0,14.0,1
68498,300,249,90,1127.0,4.0,1
68498,300,230,125,5440.0,19.0,1
68498,420,262,74,4056.0,9.0,1
68499,420,48,239,2591.0,9.0,1
68500,180,233,79,3380.0,10.0,1
68500,300,79,140,6003.0,18.0,1
68501,300,170,234,1770.0,7.0,1
68501,480,142,48,1931.0,10.0,1
68501,300,142,50,1802.0,8.0,1
68501,240,234,230,3042.0,13.0,1
68501,480,186,233,2720.0,10.0,1
68502,180,170,79,5472.0,16.0,1
68502,420,249,68,1448.0,6.0,1
68502,360,233,229,756.0,4.0,1
68502,480,13,12,1287.0,6.0,1
68502,420,43,68,4667.0,15.0,1
68503,420,140,239,4023.0,11.0,1
68503,420,237,263,1368.0,5.0,1
68503,480,237,243,11587.0,26.0,1
68503,180,230,234,2720.0,9.0,1
68504,180,164,230,1770.0,13.0,1
68504,300,142,48,1287.0,5.0,1
68504,240,79,164,3380.0,11.0,1
68505,420,162,141,2092.0,8.0,1
68505,240,170,113,3058.0,10.0,1
68505,300,48,163,1127.0,8.0,1
68506,420,43,236,1127.0,5.0,1
68506,420,114,262,7242.0,18.0,1
68507,240,234,249,2317.0,8.0,1
68508,300,161,237,2092.0,9.0,1
68508,480,170,234,2157.0,12.0,1
68509,360,263,75,950.0,4.0,1
68509,240,100,48,1690.0,7.0,1
68509,180,24,41,982.0,4.0,1
68510,420,262,74,4168.0,12.0,1
68510,480,237,230,2414.0,13.0,1
68510,360,238,166,2414.0,8.0,1
68510,300,161,231,6244.0,20.0,1
68511,360,166,234,10622.0,25.0,1
68511,420,141,263,1094.0,4.0,1
68511,180,229,107,2543.0,8.0,1
68511,360,164,234,1400.0,7.0,1
68511,180,263,141,1465.0,8.0,1
68511,240,114,144,1287.0,8.0,1
68512,420,237,239,4184.0,12.0,1
68512,240,229,164,2414.0,9.0,1
68512,240,186,148,4828.0,19.0,1
68512,300,170,4,3991.0,12.0,1
68512,300,43,239,853.0,4.0,1
68513,300,236,237,966.0,4.0,1
68514,480,229,263,3331.0,8.0,1
68514,240,233,186,2414.0,10.0,1
68514,180,231,113,2575.0,13.0,1
68514,420,114,90,1867.0,6.0,1
68514,420,249,100,3154.0,10.0,1
68514,300,24,263,4828.0,15.0,1
68515,300,142,238,1770.0,6.0,1
68515,480,230,237,1931.0,8.0,1
68515,480,43,239,2253.0,11.0,1
68516,420,87,148,1979.0,7.0,1
68516,180,230,125,6116.0,22.0,1
68516,360,137,262,5359.0,13.0,1
68516,420,237,186,3219.0,12.0,1
68517,360,48,237,2881.0,10.0,1
68517,480,229,137,2655.0,8.0,1
68518,360,107,170,2237.0,8.0,1
68518,180,186,249,1513.0,6.0,1
68518,180,158,246,2414.0,7.0,1
68519,300,141,137,3380.0,10.0,1
68519,360,237,239,3219.0,11.0,1
68520,300,43,161,2768.0,10.0,1
68520,240,142,239,1271.0,5.0,1
68520,420,249,234,966.0,4.0,1
68521,300,163,68,4715.0,15.0,1
68521,420,237,262,2688.0,8.0,1
68521,240,186,237,4844.0,14.0,1
68521,180,234,79,2414.0,10.0,1
68522,240,107,90,1609.0,6.0,1
68522,480,90,164,1336.0,7.0,1
68523,240,229,79,5842.0,16.0,1
68523,180,231,158,1802.0,6.0,1
68523,300,163,236,2575.0,8.0,1
68523,480,161,239,4619.0,13.0,1
68524,420,48,237,4104.0,13.0,1
68524,420,68,246,966.0,5.0,1
68524,480,41,244,3782.0,12.0,1
68524,360,161,263,3170.0,10.0,1
68524,420,233,137,1400.0,6.0,1
68524,240,230,164,1931.0,8.0,1
68524,300,100,237,3862.0,12.0,1
68524,240,161,43,3331.0,10.0,1
68524,180,68,234,2800.0,10.0,1
68524,360,230,142,1239.0,6.0,1
68525,240,162,79,3637.0,13.0,1
68525,300,141,236,901.0,4.0,1
68525,240,246,143,3782.0,12.0,1
68525,240,186,48,1819.0,7.0,1
68526,360,107,224,805.0,5.0,1
68526,420,113,162,4023.0,14.0,1
68526,180,170,79,2092.0,8.0,1
68526,240,186,87,4989.0,12.0,1
68526,480,141,263,2173.0,6.0,1
68526,480,79,170,2543.0,8.0,1
68527,240,164,231,11265.0,32.0,1
68527,480,170,162,1400.0,6.0,1
68527,360,114,249,2607.0,10.0,1
68527,420,161,140,3380.0,11.0,1
68528,240,100,142,2543.0,8.0,1
68529,360,186,230,1287.0,8.0,1
68529,480,249,125,966.0,6.0,1
68530,180,239,142,1287.0,6.0,1
68530,360,113,68,1304.0,8.0,1
68531,180,186,68,1609.0,6.0,1
68531,180,48,68,1497.0,6.0,1
68531,180,170,161,1786.0,9.0,1
68532,480,141,263,1786.0,5.0,1
68532,360,50,143,2173.0,7.0,1
68532,480,236,141,1481.0,9.0,1
68532,300,233,107,1979.0,7.0,1
68533,300,236,170,3380.0,16.0,1
68533,180,100,142,2688.0,12.0,1
68534,420,162,141,2173.0,7.0,1
68534,420,186,142,3347.0,10.0,1
68534,360,144,162,5633.0,25.0,1
68534,360,163,230,805.0,6.0,1
68535,240,162,142,2897.0,10.0,1
68535,240,186,263,6486.0,22.0,1
68535,300,234,233,1931.0,8.0,1
68535,300,13,249,3492.0,10.0,1
68536,300,162,237,2414.0,10.0,1
68537,240,88,79,6276.0,14.0,1
68537,300,211,13,3299.0,10.0,1
68538,420,125,12,3219.0,8.0,1
68538,240,163,249,5633.0,20.0,1
68539,180,143,48,2028.0,6.0,1
68539,300,249,4,2607.0,10.0,1
68539,480,113,231,1545.0,6.0,1
68539,420,161,113,2414.0,8.0,1
68540,420,163,237,1931.0,8.0,1
68540,420,211,164,3251.0,11.0,1
68540,180,43,237,1931.0,8.0,1
68540,480,141,236,2478.0,8.0,1
68540,180,41,74,2140.0,8.0,1
68541,360,141,170,2237.0,11.0,1
68541,240,236,48,3862.0,15.0,1
68541,300,230,143,2124.0,9.0,1
68542,480,75,74,2849.0,10.0,1
68542,420,186,230,853.0,8.0,1
68542,240,231,209,966.0,6.0,1
68542,360,236,237,1191.0,6.0,1
68543,240,237,142,1786.0,10.0,1
68544,180,144,79,1609.0,8.0,1
68544,180,162,75,4345.0,13.0,1
68544,360,244,239,8208.0,18.0,1
68545,360,230,237,3042.0,10.0,1
68545,180,137,229,2253.0,8.0,1
68545,300,142,246,4072.0,14.0,1
68545,180,162,114,3846.0,15.0,1
68546,420,239,142,982.0,5.0,1
68546,240,170,163,2414.0,10.0,1
68547,360,233,68,4088.0,14.0,1
68547,480,239,42,5391.0,13.0,1
68548,180,229,186,3524.0,14.0,1
68548,240,170,140,3862.0,12.0,1
68548,180,140,236,3122.0,10.0,1
68549,480,237,140,2028.0,6.0,1
68549,480,161,48,1963.0,12.0,1
68549,420,142,239,2736.0,10.0,1
68549,300,107,170,2607.0,10.0,1
68549,300,48,50,789.0,4.0,1
68550,480,236,170,3862.0,14.0,1
