request_time,wait_time,pick_index,drop_index,order_distance,order_fare,n_riders
64800,300,140,236,3541.0,10.0,1
64800,300,239,236,2269.0,8.0,1
64800,360,113,186,1963.0,8.0,1
64801,420,143,125,5955.0,16.0,1
64801,360,163,164,2189.0,9.0,1
64801,180,237,141,789.0,4.0,1
64801,180,162,116,9447.0,23.0,1
64801,180,170,237,2575.0,8.0,1
64801,180,43,236,1931.0,6.0,1
64802,180,237,236,2929.0,10.0,1
64802,420,211,186,3219.0,14.0,1
64802,240,170,113,2768.0,10.0,1
64802,240,114,234,1625.0,6.0,1
64803,300,237,239,2575.0,8.0,1
64803,480,163,141,1336.0,6.0,1
64804,180,239,186,3959.0,18.0,1
64804,240,142,237,2575.0,8.0,1
64804,300,237,166,5150.0,14.0,1
64805,240,100,237,3862.0,17.0,1
64805,180,229,170,1336.0,7.0,1
64805,420,100,170,1287.0,12.0,1
64806,480,163,161,756.0,6.0,1
64806,300,142,48,1609.0,10.0,1
64806,180,186,114,3380.0,12.0,1
64806,360,237,163,1770.0,8.0,1
64806,360,161,239,2494.0,10.0,1
64807,240,162,262,3782.0,14.0,1
64807,420,229,162,1465.0,6.0,1
64807,480,151,41,2253.0,8.0,1
64807,300,162,79,4941.0,16.0,1
64807,180,246,107,3026.0,11.0,1
64808,300,163,186,3541.0,22.0,1
64808,300,161,100,1529.0,11.0,1
64808,180,230,142,1867.0,7.0,1
64809,480,162,236,1963.0,7.0,1
64809,420,68,48,2575.0,13.0,1
64809,180,246,137,3701.0,14.0,1
64810,480,68,48,1770.0,7.0,1
64810,420,114,162,3991.0,13.0,1
64810,240,234,144,1561.0,10.0,1
64810,300,236,237,998.0,4.0,1
64810,360,263,140,2028.0,6.0,1
64810,480,211,234,2157.0,6.0,1
64810,480,261,68,3766.0,14.0,1
64811,360,237,43,2478.0,10.0,1
64811,240,142,161,3541.0,16.0,1
64812,420,162,237,2414.0,12.0,1
64812,300,161,186,2092.0,14.0,1
64812,420,230,246,2108.0,15.0,1
64812,420,230,142,1770.0,8.0,1
64812,420,158,246,3701.0,10.0,1
64813,300,170,161,1448.0,10.0,1
64813,360,161,100,1304.0,8.0,1
64813,360,246,43,6952.0,29.0,1
64813,240,163,13,12714.0,37.0,1
64814,360,234,68,1545.0,7.0,1
64814,420,162,234,2575.0,20.0,1
64814,180,246,230,2092.0,10.0,1
64814,180,234,161,2462.0,8.0,1
64814,240,236,263,1127.0,6.0,1
64815,240,161,164,966.0,4.0,1
64816,420,164,116,12070.0,29.0,1
64817,300,186,262,5971.0,22.0,1
64817,240,170,236,3058.0,12.0,1
64817,360,230,151,5311.0,16.0,1
64818,180,237,236,1255.0,5.0,1
64819,420,113,79,3219.0,16.0,1
64819,300,231,233,9270.0,22.0,1
64819,300,186,162,2607.0,10.0,1
64819,180,186,237,4667.0,18.0,1
64819,360,162,234,4072.0,16.0,1
64819,180,143,239,933.0,4.0,1
64821,480,209,141,9511.0,32.0,1
64821,300,164,107,1287.0,7.0,1
64821,300,161,141,3315.0,11.0,1
64821,420,143,237,2253.0,8.0,1
64821,480,142,237,1770.0,6.0,1
64822,180,236,239,1609.0,6.0,1
64823,180,186,232,6116.0,19.0,1
64824,180,158,170,3701.0,12.0,1
64825,360,161,141,3058.0,10.0,1
64825,180,234,231,4216.0,14.0,1
64825,360,100,249,2478.0,8.0,1
64825,300,239,237,2334.0,8.0,1
64827,480,161,170,2108.0,12.0,1
64827,480,143,142,1175.0,6.0,1
64827,300,68,113,2961.0,12.0,1
64827,480,158,186,2414.0,7.0,1
64827,360,234,263,7242.0,23.0,1
64828,360,140,162,2414.0,8.0,1
64828,360,162,237,1754.0,8.0,1
64828,180,68,238,4828.0,12.0,1
64828,480,161,233,966.0,6.0,1
64828,180,186,142,4554.0,14.0,1
64829,300,100,24,6276.0,18.0,1
64829,360,237,144,6196.0,18.0,1
64830,420,43,239,1014.0,4.0,1
64831,360,161,142,2784.0,13.0,1
64831,300,162,107,3541.0,14.0,1
64832,300,237,161,2398.0,10.0,1
64832,420,231,100,4587.0,16.0,1
64832,180,151,238,966.0,4.0,1
64832,180,161,262,3718.0,14.0,1
64832,300,233,237,2897.0,10.0,1
64832,480,163,142,2092.0,10.0,1
64832,420,186,233,1770.0,7.0,1
64833,300,140,162,3026.0,12.0,1
64834,480,234,230,3380.0,18.0,1
64835,240,233,186,2575.0,15.0,1
64835,300,246,170,2575.0,12.0,1
64835,180,100,238,4506.0,16.0,1
64836,180,161,249,4023.0,18.0,1
64837,480,234,48,2607.0,14.0,1
64837,360,113,234,805.0,5.0,1
64837,420,230,234,3219.0,14.0,1
64838,300,100,229,2108.0,10.0,1
64838,180,262,263,1127.0,5.0,1
64838,240,141,229,1625.0,6.0,1
64838,180,237,161,2639.0,12.0,1
64839,180,263,75,4023.0,16.0,1
64839,360,246,148,4233.0,16.0,1
64839,480,50,142,3170.0,9.0,1
64839,480,50,211,5713.0,16.0,1
64839,360,263,141,2414.0,8.0,1
64839,360,161,170,1722.0,10.0,1
64839,240,233,229,1127.0,8.0,1
64840,420,229,48,2092.0,10.0,1
64840,180,246,230,2832.0,14.0,1
64840,300,234,113,933.0,4.0,1
64840,240,68,161,4731.0,19.0,1
64840,420,246,143,2784.0,8.0,1
64840,420,107,170,1770.0,7.0,1
64841,480,161,107,2092.0,10.0,1
64841,180,161,186,1642.0,12.0,1
64841,360,87,238,13679.0,34.0,1
64841,360,107,164,644.0,5.0,1
64841,180,170,140,3541.0,11.0,1
64841,180,140,237,805.0,4.0,1
64841,240,237,262,3219.0,10.0,1
64841,360,163,186,2140.0,10.0,1
64842,300,246,249,2655.0,9.0,1
64842,420,236,161,4667.0,19.0,1
64842,420,107,186,2092.0,13.0,1
64842,300,151,239,1432.0,6.0,1
64842,420,166,43,1931.0,8.0,1
64843,420,141,237,644.0,4.0,1
64843,240,239,230,3524.0,14.0,1
64843,420,114,90,1432.0,4.0,1
64843,240,233,237,3573.0,19.0,1
64843,240,90,79,2478.0,10.0,1
64844,480,162,238,4184.0,14.0,1
64844,420,236,75,2092.0,8.0,1
64844,180,164,211,2897.0,10.0,1
64844,420,229,162,1014.0,5.0,1
64844,420,151,238,1127.0,5.0,1
64845,420,230,143,3315.0,11.0,1
64845,480,137,263,4249.0,12.0,1
64846,240,113,164,1625.0,8.0,1
64846,360,246,100,2237.0,12.0,1
64846,300,237,229,1577.0,8.0,1
64846,360,263,238,3251.0,10.0,1
64847,300,114,230,4023.0,16.0,1
64847,360,161,232,6276.0,21.0,1
64847,420,141,236,3380.0,10.0,1
64847,420,263,43,2269.0,8.0,1
64847,180,107,100,2977.0,14.0,1
64848,240,140,151,5311.0,16.0,1
64848,300,211,148,1287.0,8.0,1
64848,480,163,237,1014.0,6.0,1
64848,300,48,244,10702.0,24.0,1
64848,180,164,233,2736.0,12.0,1
64848,180,246,144,5504.0,21.0,1
64849,420,100,90,1465.0,7.0,1
64849,240,163,162,660.0,5.0,1
64849,360,230,236,4023.0,12.0,1
64849,420,234,186,1416.0,12.0,1
64849,300,261,249,2414.0,8.0,1
64850,420,48,100,1915.0,12.0,1
64850,360,161,229,1448.0,8.0,1
64850,420,170,237,1448.0,8.0,1
64850,300,43,237,1754.0,8.0,1
64851,360,229,186,3106.0,16.0,1
64851,420,170,224,1448.0,6.0,1
64851,360,166,75,2832.0,10.0,1
64851,480,48,114,4941.0,20.0,1
64852,300,234,231,3605.0,10.0,1
64853,300,161,263,4329.0,14.0,1
64853,420,233,162,644.0,4.0,1
64853,480,142,43,1223.0,4.0,1
64854,420,233,263,4184.0,14.0,1
64854,420,237,239,1770.0,7.0,1
64854,420,107,161,3541.0,22.0,1
64854,420,234,114,1545.0,6.0,1
64854,300,186,261,5633.0,16.0,1
64854,180,142,239,2044.0,8.0,1
64855,180,100,246,3042.0,12.0,1
64855,420,262,236,1400.0,6.0,1
64856,240,142,238,2897.0,8.0,1
64856,360,161,236,2929.0,14.0,1
64856,360,107,224,1271.0,6.0,1
64856,420,249,211,2317.0,8.0,1
64857,300,231,163,7065.0,19.0,1
64857,420,249,230,3621.0,14.0,1
64857,240,68,140,6437.0,20.0,1
64857,480,162,236,3380.0,12.0,1
64858,240,114,234,1931.0,6.0,1
64858,420,113,114,644.0,4.0,1
64858,480,113,4,2414.0,9.0,1
64858,180,142,229,2414.0,13.0,1
64859,180,107,142,5971.0,20.0,1
64859,240,151,43,4426.0,14.0,1
64859,480,164,161,1770.0,12.0,1
64859,420,162,231,6341.0,28.0,1
64860,240,151,238,1609.0,6.0,1
64860,480,186,164,805.0,8.0,1
64860,180,236,263,676.0,4.0,1
64860,480,107,161,2720.0,12.0,1
64860,300,237,236,2092.0,8.0,1
64860,300,107,170,1127.0,6.0,1
64860,420,186,163,2591.0,8.0,1
64861,360,100,249,2736.0,9.0,1
64862,300,161,186,2398.0,20.0,1
64862,180,137,43,3589.0,11.0,1
64862,240,236,229,3203.0,13.0,1
64862,240,236,237,2865.0,9.0,1
64864,300,43,161,4104.0,14.0,1
64864,480,158,236,7306.0,30.0,1
64864,300,140,262,1738.0,6.0,1
64864,360,246,186,1287.0,6.0,1
64864,480,186,234,2334.0,10.0,1
64865,360,163,75,4554.0,13.0,1
64865,180,229,141,1191.0,5.0,1
64865,180,142,87,10573.0,28.0,1
64865,420,50,246,1191.0,5.0,1
64865,240,141,237,998.0,5.0,1
64865,480,261,100,5311.0,22.0,1
64865,480,163,43,2961.0,12.0,1
64867,300,50,48,1127.0,4.0,1
64867,240,263,68,5520.0,18.0,1
64867,240,234,100,2575.0,12.0,1
64867,180,142,143,837.0,4.0,1
64867,480,234,141,4072.0,15.0,1
64868,300,263,141,1127.0,9.0,1
64868,240,237,236,1770.0,6.0,1
64868,300,263,170,3541.0,15.0,1
64868,180,162,158,5890.0,18.0,1
64870,420,170,87,7065.0,26.0,1
64870,360,236,13,13776.0,30.0,1
64870,360,88,142,9817.0,27.0,1
64870,240,41,42,1497.0,6.0,1
64870,480,142,68,2688.0,15.0,1
64871,240,237,236,1127.0,4.0,1
64871,300,229,161,1368.0,6.0,1
64871,480,163,143,1931.0,9.0,1
64871,360,246,163,2511.0,8.0,1
64872,240,158,230,4828.0,15.0,1
64872,180,186,125,3219.0,10.0,1
64872,240,234,246,3283.0,12.0,1
64873,240,68,234,1448.0,6.0,1
64873,360,68,113,1127.0,6.0,1
64874,480,262,141,901.0,4.0,1
64874,480,163,143,1867.0,7.0,1
64874,420,142,236,4619.0,18.0,1
64874,420,113,249,1094.0,6.0,1
64874,180,263,237,2092.0,8.0,1
64875,360,43,142,1899.0,7.0,1
64875,360,162,236,4184.0,11.0,1
64875,240,231,13,1046.0,7.0,1
64876,180,246,163,4345.0,12.0,1
64877,180,231,162,12070.0,28.0,1
64877,480,230,164,1770.0,9.0,1
64877,300,233,236,3219.0,11.0,1
64877,420,100,142,2961.0,12.0,1
64877,180,238,24,1996.0,7.0,1
64877,360,237,141,1432.0,6.0,1
64878,360,239,142,2253.0,10.0,1
64878,180,211,164,4023.0,16.0,1
64879,180,43,236,386.0,4.0,1
64879,360,236,238,1963.0,8.0,1
64879,180,87,79,5472.0,14.0,1
64879,300,142,238,3138.0,8.0,1
64879,180,170,45,7081.0,16.0,1
64880,240,141,233,2366.0,6.0,1
64880,360,13,246,5665.0,14.0,1
64880,420,237,230,1770.0,14.0,1
64880,420,237,163,2253.0,14.0,1
64880,360,68,50,1481.0,6.0,1
64880,240,41,42,1368.0,6.0,1
64880,420,142,238,2414.0,8.0,1
64882,420,229,107,2655.0,-8.0,1
64882,240,170,234,1996.0,7.0,1
64882,420,236,237,966.0,4.0,1
64883,480,236,262,1287.0,6.0,1
64883,300,231,230,5311.0,19.0,1
64883,420,239,143,1255.0,5.0,1
64883,300,50,88,9173.0,21.0,1
64884,240,236,237,1287.0,7.0,1
64884,240,113,50,4410.0,13.0,1
64885,480,234,100,998.0,6.0,1
64886,360,90,186,1207.0,5.0,1
64886,480,79,143,7081.0,20.0,1
64886,180,236,141,1416.0,6.0,1
64887,300,238,151,1159.0,5.0,1
64887,240,142,237,1883.0,6.0,1
64888,360,236,170,5955.0,16.0,1
64888,300,233,88,8449.0,19.0,1
64888,360,233,229,772.0,8.0,1
64889,240,164,163,2977.0,20.0,1
64889,240,42,41,1513.0,7.0,1
64889,240,238,151,1255.0,6.0,1
64889,480,143,237,2929.0,10.0,1
64889,480,13,239,11056.0,26.0,1
64889,180,230,237,1529.0,16.0,1
64889,480,237,236,2398.0,8.0,1
64890,360,237,263,1336.0,5.0,1
64890,180,239,24,2575.0,8.0,1
64891,420,230,113,4651.0,14.0,1
64891,300,74,42,3058.0,12.0,1
64891,420,141,262,1127.0,4.0,1
64892,240,162,163,1931.0,8.0,1
64892,180,107,137,1287.0,5.0,1
64892,240,142,43,2639.0,14.0,1
64893,300,186,163,2575.0,12.0,1
64893,420,236,237,1481.0,7.0,1
64893,240,162,229,740.0,6.0,1
64893,480,170,4,4329.0,12.0,1
64893,360,186,236,5327.0,14.0,1
64893,480,164,137,1448.0,6.0,1
64893,480,143,234,5198.0,16.0,1
64893,420,263,236,1127.0,6.0,1
64893,240,164,170,1046.0,6.0,1
64894,420,239,246,5536.0,16.0,1
64894,360,170,79,3380.0,10.0,1
64894,240,230,143,1819.0,8.0,1
64894,480,166,238,2832.0,9.0,1
64895,360,107,161,2704.0,12.0,1
64895,360,142,238,2253.0,7.0,1
64895,240,230,238,3058.0,10.0,1
64896,420,186,43,2736.0,18.0,1
64896,300,43,237,2414.0,8.0,1
64896,180,231,211,805.0,4.0,1
64896,420,163,234,2897.0,10.0,1
64896,180,236,238,2189.0,12.0,1
64897,480,262,140,1706.0,6.0,1
64897,480,233,48,2044.0,10.0,1
64897,240,239,142,1690.0,8.0,1
64897,300,88,48,11282.0,30.0,1
64898,240,164,230,483.0,4.0,1
64898,360,107,170,1127.0,7.0,1
64899,240,90,137,2189.0,8.0,1
64899,300,140,233,3235.0,8.0,1
64899,180,140,229,1722.0,10.0,1
64899,240,236,142,3170.0,10.0,1
64900,360,48,230,1448.0,8.0,1
64900,420,113,186,2092.0,7.0,1
64900,180,161,163,418.0,4.0,1
64901,360,237,140,1609.0,6.0,1
64901,300,141,161,1465.0,7.0,1
64902,180,90,230,2124.0,15.0,1
64902,360,144,232,2575.0,10.0,1
64903,180,68,234,1996.0,8.0,1
64903,300,113,249,483.0,4.0,1
64903,180,79,90,2736.0,9.0,1
64903,240,161,186,1738.0,10.0,1
64903,480,142,237,1400.0,6.0,1
64904,480,239,151,1835.0,6.0,1
64904,180,161,75,3862.0,11.0,1
64904,180,161,170,1448.0,10.0,1
64905,240,162,236,2414.0,10.0,1
64905,240,229,231,7145.0,20.0,1
64905,480,162,45,6598.0,18.0,1
64905,420,231,87,1642.0,8.0,1
64905,240,107,114,2092.0,7.0,1
64905,360,100,68,1191.0,6.0,1
64906,180,162,237,1963.0,8.0,1
64906,180,231,246,3637.0,13.0,1
64906,360,87,237,10284.0,24.0,1
64906,300,170,186,1802.0,15.0,1
64907,480,230,113,4394.0,15.0,1
64907,480,246,186,1046.0,5.0,1
64908,180,164,261,7242.0,23.0,1
64908,180,249,141,5472.0,18.0,1
64908,300,48,231,6276.0,18.0,1
64908,420,113,249,966.0,5.0,1
64909,420,87,224,5311.0,12.0,1
64911,300,166,151,1609.0,6.0,1
64911,300,236,158,7242.0,25.0,1
64911,420,107,144,3009.0,11.0,1
64911,420,125,79,2237.0,8.0,1
64912,420,164,68,1465.0,7.0,1
64912,480,158,249,1545.0,7.0,1
64912,480,142,161,2414.0,10.0,1
64912,300,239,238,1770.0,6.0,1
64912,480,237,48,2269.0,12.0,1
64912,420,239,143,1915.0,6.0,1
64912,480,164,230,483.0,8.0,1
64913,240,50,164,3589.0,13.0,1
64914,480,43,148,7628.0,27.0,1
64914,180,186,142,3299.0,12.0,1
64914,300,140,237,1609.0,7.0,1
64914,180,162,233,1271.0,5.0,1
64915,360,186,90,805.0,5.0,1
64915,240,142,151,3219.0,11.0,1
64915,240,162,246,3219.0,16.0,1
64915,240,229,262,2768.0,8.0,1
64916,180,261,161,5633.0,20.0,1
64917,240,75,151,1915.0,6.0,1
64917,360,238,48,3508.0,9.0,1
64917,180,79,229,4699.0,12.0,1
64917,360,100,211,4136.0,12.0,1
64918,420,230,50,982.0,16.0,1
64919,300,237,238,4377.0,14.0,1
64919,360,162,237,2430.0,10.0,1
64919,180,87,263,12875.0,27.0,1
64920,180,234,229,2881.0,13.0,1
64920,180,141,162,1287.0,7.0,1
64920,300,237,236,2736.0,14.0,1
64920,240,74,42,2076.0,8.0,1
64920,480,162,48,2092.0,9.0,1
64920,480,166,41,1851.0,6.0,1
64921,480,100,230,1658.0,10.0,1
64921,480,137,224,1625.0,6.0,1
64921,300,161,229,1738.0,8.0,1
64921,420,230,186,1287.0,8.0,1
64921,420,170,107,1899.0,8.0,1
64922,420,233,164,2253.0,12.0,1
64922,480,166,239,3026.0,10.0,1
64922,420,142,238,2253.0,8.0,1
64923,360,236,142,2414.0,7.0,1
64924,420,161,233,1465.0,10.0,1
64924,180,161,137,2494.0,8.0,1
64925,360,41,42,1030.0,7.0,1
64925,480,170,114,3830.0,12.0,1
64926,240,161,229,1304.0,6.0,1
64926,420,163,234,3621.0,16.0,1
64927,480,237,144,5520.0,17.0,1
64927,360,239,237,3879.0,14.0,1
64927,180,161,113,4023.0,14.0,1
64927,300,236,262,1320.0,6.0,1
64927,300,236,143,4345.0,18.0,1
64928,480,230,164,2140.0,8.0,1
64928,360,238,143,1448.0,7.0,1
64928,240,161,236,3219.0,12.0,1
64928,300,230,237,3444.0,12.0,1
64929,300,100,50,1609.0,10.0,1
64929,480,142,263,3701.0,12.0,1
64929,300,161,236,3862.0,13.0,1
64929,240,162,237,1899.0,8.0,1
64929,180,41,262,3830.0,11.0,1
64929,240,161,229,1931.0,13.0,1
64929,360,163,239,3975.0,17.0,1
64929,360,163,234,3541.0,14.0,1
64930,360,244,42,3219.0,10.0,1
64930,360,161,162,1448.0,8.0,1
64930,300,79,100,4345.0,16.0,1
64930,480,151,166,1915.0,7.0,1
64930,480,237,236,1593.0,7.0,1
64931,420,142,143,1545.0,6.0,1
64931,420,158,107,3219.0,12.0,1
64931,300,100,148,5568.0,16.0,1
64931,420,48,230,901.0,7.0,1
64932,300,209,148,2253.0,11.0,1
64932,180,233,163,2543.0,9.0,1
64932,180,262,237,1304.0,6.0,1
64932,360,170,114,2784.0,10.0,1
64933,360,238,230,3605.0,13.0,1
64933,300,230,141,3219.0,12.0,1
64933,300,140,262,1336.0,5.0,1
64934,360,249,234,2478.0,8.0,1
64934,300,142,263,3862.0,12.0,1
64934,300,238,142,2897.0,10.0,1
64934,420,137,237,2575.0,14.0,1
64934,300,161,237,2575.0,10.0,1
64934,360,48,162,2060.0,13.0,1
64934,420,152,243,5536.0,14.0,1
64935,300,163,68,3219.0,14.0,1
64935,300,170,79,3331.0,10.0,1
64935,420,43,237,1931.0,8.0,1
64936,180,230,246,2977.0,10.0,1
