request_time,wait_time,pick_index,drop_index,order_distance,order_fare,n_riders
68400,300,140,141,1384.0,5.0,1
68400,420,230,170,2414.0,12.0,1
68400,360,186,48,1432.0,8.0,1
68400,180,231,249,2092.0,7.0,1
68400,300,113,4,2092.0,8.0,1
68401,180,50,142,1947.0,9.0,1
68401,360,163,238,3862.0,12.0,1
68401,180,236,237,2897.0,10.0,1
68401,180,239,141,3380.0,12.0,1
68401,360,236,43,1593.0,6.0,1
68402,240,164,230,2945.0,16.0,1
68403,180,90,236,9495.0,25.0,1
68403,420,142,230,2092.0,8.0,1
68403,420,144,43,5938.0,18.0,1
68403,180,142,237,2462.0,7.0,1
68403,480,230,186,1416.0,8.0,1
68404,360,107,148,2253.0,9.0,1
68405,420,43,142,1159.0,5.0,1
68405,180,144,164,4216.0,16.0,1
68405,240,114,246,3364.0,11.0,1
68405,480,263,74,3380.0,8.0,1
68406,300,170,140,3380.0,12.0,1
68406,180,163,237,1770.0,7.0,1
68406,180,186,161,2092.0,10.0,1
68406,360,107,79,1416.0,6.0,1
68406,480,186,113,1996.0,8.0,1
68407,480,261,230,6614.0,18.0,1
68407,480,162,140,2784.0,12.0,1
68407,180,234,144,3138.0,10.0,1
68408,240,237,263,885.0,4.0,1
68408,300,161,42,11265.0,25.0,1
68408,300,162,170,3106.0,16.0,1
68408,180,87,148,6598.0,18.0,1
68409,240,229,236,2334.0,8.0,1
68409,240,50,186,2897.0,11.0,1
68409,420,142,13,8465.0,19.0,1
68409,480,246,143,2591.0,10.0,1
68411,480,100,230,1448.0,8.0,1
68411,420,249,148,1979.0,8.0,1
68412,300,142,237,3058.0,10.0,1
68412,360,230,238,4345.0,14.0,1
68412,240,262,161,4168.0,10.0,1
68412,300,170,161,499.0,6.0,1
68412,300,100,68,2189.0,8.0,1
68413,420,211,158,1770.0,6.0,1
68413,300,263,229,3862.0,16.0,1
68413,300,186,170,2028.0,9.0,1
68413,300,237,163,1963.0,8.0,1
68413,240,229,114,5069.0,16.0,1
68413,420,87,232,4731.0,11.0,1
68415,420,166,24,1078.0,4.0,1
68415,420,237,79,4506.0,13.0,1
68416,180,186,48,1738.0,10.0,1
68416,360,234,50,3541.0,12.0,1
68416,420,142,114,6872.0,23.0,1
68416,240,45,114,2124.0,8.0,1
68416,420,114,170,3557.0,12.0,1
68419,480,163,162,1979.0,9.0,1
68419,360,13,231,966.0,6.0,1
68419,360,164,163,2913.0,11.0,1
68420,300,162,236,2816.0,8.0,1
68420,480,79,158,2478.0,8.0,1
68420,300,234,236,5745.0,14.0,1
68420,240,163,114,5906.0,22.0,1
68421,360,13,234,3862.0,11.0,1
68421,240,88,261,853.0,4.0,1
68421,300,239,263,3090.0,14.0,1
68421,180,161,211,4828.0,18.0,1
68421,180,166,236,3669.0,10.0,1
68421,240,114,107,1287.0,5.0,1
68422,180,79,113,885.0,4.0,1
68422,300,161,164,1127.0,8.0,1
68423,300,170,262,4989.0,14.0,1
68423,240,231,87,805.0,5.0,1
68423,180,236,88,11748.0,22.0,1
68423,360,74,75,2317.0,7.0,1
68423,180,161,234,1947.0,8.0,1
68424,240,141,236,2108.0,8.0,1
68424,420,143,239,676.0,4.0,1
68424,180,143,141,3412.0,11.0,1
68426,180,246,114,4426.0,14.0,1
68426,240,230,170,2092.0,8.0,1
68426,180,41,42,1609.0,6.0,1
68427,240,230,100,483.0,4.0,1
68427,240,75,74,1448.0,6.0,1
68427,420,163,229,853.0,6.0,1
68427,240,234,88,7838.0,19.0,1
68427,480,24,41,1947.0,8.0,1
68428,360,114,229,5053.0,14.0,1
68428,240,239,141,1931.0,7.0,1
68428,300,100,48,1320.0,7.0,1
68428,360,142,239,1287.0,6.0,1
68428,420,162,234,2913.0,13.0,1
68428,420,41,42,1448.0,6.0,1
68428,300,50,48,1239.0,4.0,1
68429,240,229,141,1304.0,5.0,1
68429,240,162,158,4184.0,12.0,1
68429,300,186,230,1593.0,6.0,1
68429,360,236,143,3219.0,13.0,1
68429,240,230,236,3830.0,12.0,1
68430,420,246,48,1867.0,8.0,1
68430,360,140,229,1223.0,5.0,1
68430,240,236,41,3331.0,11.0,1
68430,180,163,239,2575.0,9.0,1
68430,180,161,234,1255.0,5.0,1
68431,180,42,41,2736.0,10.0,1
68431,300,234,231,4023.0,13.0,1
68431,420,237,238,3219.0,10.0,1
68433,420,43,236,805.0,4.0,1
68433,180,263,237,2478.0,11.0,1
68433,180,163,87,9737.0,22.0,1
68434,420,158,231,2478.0,9.0,1
68434,480,48,246,2897.0,9.0,1
68434,420,186,234,1127.0,6.0,1
68434,480,234,170,1287.0,6.0,1
68435,480,143,239,1481.0,6.0,1
68435,180,90,249,966.0,4.0,1
68435,360,142,143,1143.0,5.0,1
68435,420,237,163,1287.0,6.0,1
68435,480,239,151,2076.0,6.0,1
68436,300,140,237,1609.0,8.0,1
68436,480,236,141,1593.0,7.0,1
68436,480,161,116,10300.0,25.0,1
68437,300,237,236,1593.0,6.0,1
68437,360,170,107,1851.0,8.0,1
68437,360,143,238,2623.0,7.0,1
68437,420,48,209,7516.0,20.0,1
68438,180,140,237,1513.0,5.0,1
68438,180,237,142,1770.0,8.0,1
68439,360,68,158,1835.0,8.0,1
68440,480,262,74,4973.0,12.0,1
68440,180,68,231,4780.0,14.0,1
68440,360,161,170,1448.0,8.0,1
68440,480,237,170,3058.0,14.0,1
68441,300,137,79,2124.0,7.0,1
68441,480,234,107,1046.0,5.0,1
68442,240,186,163,2253.0,10.0,1
68442,180,234,237,4989.0,16.0,1
68442,420,41,74,1046.0,5.0,1
68442,240,236,246,6920.0,18.0,1
68442,420,90,186,966.0,4.0,1
