request_time,wait_time,pick_index,drop_index,order_distance,order_fare,n_riders
64800,180,233,229,1127.0,6.0,1
64800,360,230,50,1175.0,6.0,1
64800,480,170,113,2575.0,9.0,1
64800,180,68,237,4458.0,16.0,1
64800,420,230,237,2575.0,12.0,1
64801,240,236,238,3283.0,10.0,1
64801,420,161,237,1481.0,6.0,1
64802,480,230,163,933.0,4.0,1
64802,240,249,90,1255.0,5.0,1
64802,300,162,141,2028.0,12.0,1
64802,420,162,140,2028.0,9.0,1
64803,180,234,249,1770.0,7.0,1
64803,420,163,162,1979.0,12.0,1
64804,240,170,164,805.0,8.0,1
64804,480,162,141,2623.0,8.0,1
64804,300,230,170,1352.0,8.0,1
64805,360,163,236,2028.0,8.0,1
64805,180,100,237,3862.0,17.0,1
64805,300,113,230,3879.0,17.0,1
64805,480,140,43,3042.0,12.0,1
64806,300,170,229,2398.0,15.0,1
64806,360,211,186,3315.0,10.0,1
64807,240,170,232,5472.0,15.0,1
64807,480,237,230,3187.0,16.0,1
64807,180,234,237,3557.0,12.0,1
64808,360,144,90,2881.0,12.0,1
64808,420,48,231,4973.0,18.0,1
64808,240,75,239,2559.0,9.0,1
64809,480,236,230,4635.0,21.0,1
64809,240,237,142,1658.0,6.0,1
64809,360,137,234,1400.0,7.0,1
64810,480,161,239,2736.0,10.0,1
64810,420,234,237,3862.0,13.0,1
64812,180,233,137,2253.0,10.0,1
64812,420,230,142,1770.0,8.0,1
64812,360,239,143,644.0,4.0,1
64813,480,142,236,2897.0,11.0,1
64813,360,162,142,3203.0,14.0,1
64813,360,163,75,4989.0,17.0,1
64813,240,148,75,12070.0,30.0,1
64814,300,107,164,1239.0,8.0,1
64815,420,90,239,5955.0,17.0,1
64815,420,161,90,3927.0,15.0,1
64816,420,79,263,6759.0,23.0,1
64816,360,244,13,16254.0,36.0,1
64816,240,170,236,4184.0,20.0,1
64816,180,141,236,644.0,4.0,1
64817,360,161,164,2221.0,8.0,1
64818,300,48,142,2060.0,8.0,1
64818,180,230,100,1963.0,15.0,1
64818,300,246,239,4667.0,15.0,1
64818,300,100,246,1448.0,7.0,1
64818,420,161,13,7725.0,20.0,1
64818,360,90,68,1159.0,6.0,1
64819,360,90,148,3927.0,12.0,1
64819,420,234,107,1931.0,8.0,1
64820,480,170,148,5842.0,16.0,1
64820,420,236,142,2253.0,8.0,1
64821,180,68,87,4506.0,14.0,1
64821,420,231,50,5359.0,13.0,1
64821,180,140,263,1191.0,5.0,1
64821,420,229,263,3428.0,9.0,1
64821,480,229,148,5037.0,14.0,1
64823,420,234,170,1094.0,6.0,1
64823,180,50,239,2092.0,6.0,1
64824,420,79,107,1770.0,6.0,1
64824,180,236,186,6276.0,24.0,1
64825,480,229,237,1690.0,6.0,1
64825,420,239,161,2993.0,10.0,1
64825,240,262,142,4023.0,11.0,1
64825,360,170,186,966.0,8.0,1
64826,300,162,186,2124.0,13.0,1
64826,480,237,238,4072.0,13.0,1
64826,420,237,142,3009.0,14.0,1
64826,420,107,233,2430.0,10.0,1
64826,240,237,239,3138.0,10.0,1
64827,180,75,263,1690.0,6.0,1
64827,480,74,152,2945.0,12.0,1
64828,420,43,48,2575.0,8.0,1
64828,360,211,137,4619.0,17.0,1
64829,480,163,170,2092.0,10.0,1
64829,180,75,42,3669.0,19.0,1
64829,240,209,45,1770.0,7.0,1
64829,480,234,239,5874.0,22.0,1
