request_time,wait_time,pick_index,drop_index,order_distance,order_fare,n_riders
68400,360,230,249,3734.0,14.0,1
68400,360,239,237,2704.0,10.0,1
68400,420,229,233,1127.0,6.0,1
68400,420,170,90,1127.0,6.0,1
68400,180,246,186,1867.0,8.0,1
68400,420,161,237,2736.0,11.0,1
68400,360,234,230,3106.0,10.0,1
68400,420,234,236,4458.0,15.0,1
68401,240,170,161,467.0,4.0,1
68401,480,234,141,3814.0,12.0,1
68401,240,239,148,10783.0,26.0,1
68402,300,230,143,3058.0,10.0,1
68402,360,237,236,1577.0,6.0,1
68402,360,162,239,4345.0,14.0,1
68404,300,113,79,1448.0,6.0,1
68404,300,237,43,1062.0,6.0,1
68404,300,100,90,1384.0,4.0,1
68405,360,162,141,1770.0,7.0,1
68405,300,88,230,9495.0,22.0,1
68405,300,43,142,1078.0,6.0,1
68407,480,79,140,5053.0,12.0,1
68408,240,211,233,3701.0,12.0,1
68408,480,164,233,1448.0,7.0,1
68408,480,234,68,2253.0,10.0,1
68408,180,75,100,5472.0,24.0,1
68409,360,161,211,4941.0,16.0,1
68410,480,107,233,1287.0,5.0,1
68411,300,100,230,1448.0,8.0,1
68411,420,237,236,2768.0,8.0,1
68412,240,236,239,2800.0,8.0,1
68412,180,230,237,2157.0,8.0,1
68412,240,125,230,4184.0,13.0,1
68412,300,142,237,3058.0,10.0,1
68412,480,249,186,1931.0,6.0,1
68413,300,68,233,13889.0,32.0,1
68413,480,230,162,1127.0,7.0,1
68413,360,231,125,1352.0,6.0,1
68414,420,236,238,1448.0,6.0,1
68414,420,100,230,966.0,6.0,1
68415,420,186,48,2028.0,12.0,1
68415,180,107,90,1609.0,8.0,1
68415,420,141,231,13197.0,30.0,1
68416,480,142,114,6872.0,23.0,1
68416,300,229,211,6051.0,17.0,1
68416,420,234,4,3460.0,11.0,1
68417,420,48,143,1448.0,8.0,1
68418,360,140,262,998.0,-4.0,1
68420,300,100,230,547.0,4.0,1
68421,480,107,234,1642.0,7.0,1
68421,360,236,43,3203.0,12.0,1
