request_time,wait_time,pick_index,drop_index,order_distance,order_fare,n_riders
64800,360,107,48,2897.0,16.0,1
64800,480,163,230,1706.0,14.0,1
64800,420,166,151,1947.0,8.0,1
64801,360,164,113,2221.0,10.0,1
64801,420,141,236,1609.0,6.0,1
64801,420,237,239,2575.0,13.0,1
64801,240,263,143,3428.0,12.0,1
64802,180,237,236,2929.0,10.0,1
64802,480,163,161,1448.0,8.0,1
64802,240,249,90,1255.0,5.0,1
64802,300,239,43,1658.0,6.0,1
64802,240,170,107,933.0,4.0,1
64802,360,125,107,2446.0,8.0,1
64802,360,211,186,3219.0,14.0,1
64802,180,186,13,5794.0,17.0,1
64803,360,163,162,1979.0,12.0,1
64803,240,148,233,3380.0,10.0,1
64803,480,43,142,2623.0,12.0,1
64803,420,233,236,5552.0,14.0,1
64803,300,24,236,3701.0,12.0,1
64804,240,90,211,2736.0,11.0,1
64804,180,140,236,1899.0,8.0,1
64806,360,163,162,1448.0,6.0,1
64806,420,48,142,1143.0,6.0,1
64806,300,151,170,7757.0,24.0,1
64806,300,237,236,1062.0,5.0,1
64806,420,186,114,3380.0,12.0,1
64806,420,79,170,2865.0,9.0,1
64806,480,158,79,2092.0,8.0,1
64807,240,41,151,2092.0,8.0,1
64807,360,100,107,2269.0,8.0,1
64807,480,262,161,3701.0,15.0,1
64807,480,100,162,2382.0,10.0,1
64808,240,233,75,5955.0,15.0,1
64808,420,230,142,1867.0,7.0,1
64808,180,186,162,3058.0,12.0,1
64808,300,162,141,1609.0,8.0,1
64809,480,163,142,1658.0,8.0,1
64809,240,246,48,1159.0,6.0,1
64809,420,43,161,1287.0,8.0,1
64810,240,43,239,3428.0,10.0,1
64810,360,43,230,3122.0,14.0,1
64810,240,68,166,8626.0,24.0,1
64810,420,186,140,6132.0,21.0,1
64811,480,164,137,708.0,4.0,1
64811,300,161,238,4345.0,14.0,1
64811,420,263,141,1368.0,6.0,1
64811,180,263,236,966.0,5.0,1
64811,180,249,170,3541.0,14.0,1
64812,180,163,246,5230.0,16.0,1
64812,480,140,141,1609.0,6.0,1
64812,480,163,74,6470.0,18.0,1
64812,480,249,68,1287.0,6.0,1
64812,480,162,237,2414.0,12.0,1
64812,360,237,236,2092.0,6.0,1
64813,240,90,113,1239.0,5.0,1
64813,240,161,48,1786.0,10.0,1
64813,300,263,141,1754.0,7.0,1
64813,360,163,229,1625.0,10.0,1
64814,480,261,45,1786.0,7.0,1
64814,360,144,158,2092.0,9.0,1
64814,300,141,236,2511.0,9.0,1
64815,240,236,163,3058.0,10.0,1
64815,180,186,107,1465.0,10.0,1
64815,300,262,263,1287.0,6.0,1
